2017-12-19 03:40:00,71
2017-12-19 03:41:00,72
2017-12-19 03:42:00,72
2017-12-19 03:43:00,73
2017-12-19 03:44:00,74
2017-12-19 03:45:00,76
2017-12-19 03:46:00,71
2017-12-19 03:47:00,70
2017-12-19 03:48:00,72
2017-12-19 03:49:00,74
2017-12-19 03:50:00,74
2017-12-19 03:51:00,75
2017-12-19 03:52:00,71
2017-12-19 03:53:00,68
2017-12-19 03:54:00,66
2017-12-19 03:55:00,67
2017-12-19 03:56:00,67
2017-12-19 03:57:00,66
2017-12-19 03:58:00,66
2017-12-19 03:59:00,64
2017-12-19 04:00:00,63
2017-12-19 04:01:00,63
2017-12-19 04:02:00,69
2017-12-19 04:03:00,66
2017-12-19 04:04:00,69
2017-12-19 04:05:00,65
2017-12-19 04:06:00,69
2017-12-19 04:07:00,72
2017-12-19 04:08:00,68
2017-12-19 04:09:00,64
2017-12-19 04:10:00,71
2017-12-19 04:11:00,66
2017-12-19 04:12:00,65
2017-12-19 04:13:00,67
2017-12-19 04:14:00,71
2017-12-19 04:15:00,70
2017-12-19 04:16:00,64
2017-12-19 04:17:00,64
2017-12-19 04:18:00,64
2017-12-19 04:19:00,65
2017-12-19 04:20:00,66
2017-12-19 04:21:00,66
2017-12-19 04:22:00,67
2017-12-19 04:23:00,66
2017-12-19 04:24:00,67
2017-12-19 04:25:00,69
2017-12-19 04:26:00,70
2017-12-19 04:27:00,70
2017-12-19 04:28:00,69
2017-12-19 04:29:00,70
2017-12-19 04:30:00,72
2017-12-19 04:31:00,65
2017-12-19 04:32:00,67
2017-12-19 04:33:00,68
2017-12-19 04:34:00,70
2017-12-19 04:35:00,70
2017-12-19 04:36:00,73
2017-12-19 04:37:00,73
2017-12-19 04:38:00,72
2017-12-19 04:39:00,71
2017-12-19 04:40:00,71
2017-12-19 04:41:00,74
2017-12-19 04:42:00,73
2017-12-19 04:43:00,73
2017-12-19 04:44:00,73
2017-12-19 04:45:00,74
2017-12-19 04:46:00,73
2017-12-19 04:47:00,74
2017-12-19 04:48:00,74
2017-12-19 04:49:00,73
2017-12-19 04:50:00,73
2017-12-19 04:51:00,73
2017-12-19 04:52:00,74
2017-12-19 04:53:00,74
2017-12-19 04:54:00,73
2017-12-19 04:55:00,74
2017-12-19 04:56:00,73
2017-12-19 04:57:00,73
2017-12-19 04:58:00,74
2017-12-19 04:59:00,73
2017-12-19 05:00:00,74
2017-12-19 05:01:00,74
2017-12-19 05:02:00,74
2017-12-19 05:03:00,75
2017-12-19 05:04:00,75
2017-12-19 05:05:00,82
2017-12-19 05:06:00,64
2017-12-19 05:07:00,65
2017-12-19 05:08:00,67
2017-12-19 05:09:00,68
2017-12-19 05:10:00,67
2017-12-19 05:11:00,69
2017-12-19 05:12:00,69
2017-12-19 05:13:00,71
2017-12-19 05:14:00,70
2017-12-19 05:15:00,70
2017-12-19 05:16:00,71
2017-12-19 05:17:00,72
2017-12-19 05:18:00,72
2017-12-19 05:19:00,73
2017-12-19 05:20:00,79
2017-12-19 05:21:00,64
2017-12-19 05:22:00,65
2017-12-19 05:23:00,67
2017-12-19 05:24:00,68
2017-12-19 05:25:00,66
2017-12-19 05:26:00,66
2017-12-19 05:27:00,62
2017-12-19 05:28:00,66
2017-12-19 05:29:00,67
2017-12-19 05:30:00,68
2017-12-19 05:31:00,70
2017-12-19 05:32:00,64
2017-12-19 05:33:00,66
2017-12-19 05:34:00,66
2017-12-19 05:35:00,68
2017-12-19 05:36:00,68
2017-12-19 05:37:00,69
2017-12-19 05:38:00,63
2017-12-19 05:39:00,66
2017-12-19 05:40:00,66
2017-12-19 05:41:00,65
2017-12-19 05:42:00,66
2017-12-19 05:43:00,66
2017-12-19 05:44:00,67
2017-12-19 05:45:00,68
2017-12-19 05:46:00,69
2017-12-19 05:47:00,70
2017-12-19 05:48:00,67
2017-12-19 05:49:00,69
2017-12-19 05:50:00,66
2017-12-19 05:51:00,67
2017-12-19 05:52:00,67
2017-12-19 05:53:00,67
2017-12-19 05:54:00,67
2017-12-19 05:55:00,67
2017-12-19 05:56:00,66
2017-12-19 05:57:00,65
2017-12-19 05:58:00,66
2017-12-19 05:59:00,60
2017-12-19 06:00:00,65
2017-12-19 06:01:00,60
2017-12-19 06:02:00,59
2017-12-19 06:03:00,62
2017-12-19 06:04:00,71
2017-12-19 06:05:00,65
2017-12-19 06:06:00,60
2017-12-19 06:07:00,62
2017-12-19 06:08:00,62
2017-12-19 06:09:00,61
2017-12-19 06:10:00,66
2017-12-19 06:11:00,64
2017-12-19 06:12:00,62
2017-12-19 06:13:00,63
2017-12-19 06:14:00,63
2017-12-19 06:15:00,61
2017-12-19 06:16:00,69
2017-12-19 06:17:00,67
2017-12-19 06:18:00,68
2017-12-19 06:19:00,66
2017-12-19 06:20:00,65
2017-12-19 06:21:00,65
2017-12-19 06:22:00,64
2017-12-19 06:23:00,68
2017-12-19 06:24:00,67
2017-12-19 06:25:00,66
2017-12-19 06:26:00,70
2017-12-19 06:27:00,67
2017-12-19 06:28:00,70
2017-12-19 06:29:00,69
2017-12-19 06:30:00,71
2017-12-19 06:31:00,73
2017-12-19 06:32:00,72
2017-12-19 06:33:00,73
2017-12-19 06:34:00,74
2017-12-19 06:35:00,73
2017-12-19 06:36:00,74
2017-12-19 06:37:00,70
2017-12-19 06:38:00,72
2017-12-19 06:39:00,71
2017-12-19 06:40:00,75
2017-12-19 06:41:00,75
2017-12-19 06:42:00,74
2017-12-19 06:43:00,75
2017-12-19 06:44:00,76
2017-12-19 06:45:00,73
2017-12-19 06:46:00,76
2017-12-19 06:47:00,75
2017-12-19 06:48:00,77
2017-12-19 06:49:00,74
2017-12-19 06:50:00,75
2017-12-19 06:51:00,75
2017-12-19 06:52:00,74
2017-12-19 06:53:00,76
2017-12-19 06:54:00,78
2017-12-19 06:55:00,77
2017-12-19 06:56:00,78
2017-12-19 06:57:00,77
2017-12-19 06:58:00,78
2017-12-19 06:59:00,78
2017-12-19 07:00:00,78
2017-12-19 07:01:00,76
2017-12-19 07:02:00,75
2017-12-19 07:03:00,75
2017-12-19 07:04:00,77
2017-12-19 07:05:00,78
2017-12-19 07:06:00,78
2017-12-19 07:07:00,77
2017-12-19 07:08:00,78
2017-12-19 07:09:00,77
2017-12-19 07:10:00,81
2017-12-19 07:11:00,67
2017-12-19 07:12:00,68
2017-12-19 07:13:00,69
2017-12-19 07:14:00,69
2017-12-19 07:15:00,69
2017-12-19 07:16:00,70
2017-12-19 07:17:00,69
2017-12-19 07:18:00,71
2017-12-19 07:19:00,71
2017-12-19 07:20:00,70
2017-12-19 07:21:00,72
2017-12-19 07:22:00,73
2017-12-19 07:23:00,71
2017-12-19 07:24:00,72
2017-12-19 07:25:00,73
2017-12-19 07:26:00,73
2017-12-19 07:27:00,73
2017-12-19 07:28:00,79
2017-12-19 07:29:00,71
2017-12-19 07:30:00,69
2017-12-19 07:31:00,72
2017-12-19 07:32:00,71
2017-12-19 07:33:00,71
2017-12-19 07:34:00,71
2017-12-19 07:35:00,68
2017-12-19 07:36:00,67
2017-12-19 07:37:00,63
2017-12-19 07:38:00,58
2017-12-19 07:39:00,64
2017-12-19 07:40:00,74
2017-12-19 07:41:00,67
2017-12-19 07:42:00,63
2017-12-19 07:43:00,71
2017-12-19 07:44:00,60
2017-12-19 07:45:00,61
2017-12-19 07:46:00,62
2017-12-19 07:47:00,63
2017-12-19 07:48:00,58
2017-12-19 07:49:00,61
2017-12-19 07:50:00,61
2017-12-19 07:51:00,60
2017-12-19 07:52:00,61
2017-12-19 07:53:00,62
2017-12-19 07:54:00,61
2017-12-19 07:55:00,63
2017-12-19 07:56:00,60
2017-12-19 07:57:00,63
2017-12-19 07:58:00,59
2017-12-19 07:59:00,64
2017-12-19 08:00:00,57
2017-12-19 08:01:00,67
2017-12-19 08:02:00,66
2017-12-19 08:03:00,60
2017-12-19 08:04:00,60
2017-12-19 08:05:00,62
2017-12-19 08:06:00,63
2017-12-19 08:07:00,63
2017-12-19 08:08:00,63
2017-12-19 08:09:00,59
2017-12-19 08:10:00,63
2017-12-19 08:11:00,68
2017-12-19 08:12:00,64
2017-12-19 08:13:00,66
2017-12-19 08:14:00,64
2017-12-19 08:15:00,65
2017-12-19 08:16:00,65
2017-12-19 08:17:00,63
2017-12-19 08:18:00,64
2017-12-19 08:19:00,66
2017-12-19 08:20:00,66
2017-12-19 08:21:00,66
2017-12-19 08:22:00,68
2017-12-19 08:23:00,69
2017-12-19 08:24:00,69
2017-12-19 08:25:00,81
2017-12-19 08:26:00,80
2017-12-19 08:27:00,83
2017-12-19 08:28:00,84
2017-12-19 08:29:00,85
2017-12-19 08:30:00,85
2017-12-19 08:31:00,74
2017-12-19 08:32:00,71
2017-12-19 08:33:00,74
2017-12-19 08:34:00,81
2017-12-19 08:35:00,73
2017-12-19 08:36:00,72
2017-12-19 08:37:00,78
2017-12-19 08:38:00,76
2017-12-19 08:39:00,72
2017-12-19 08:40:00,71
2017-12-19 08:41:00,82
2017-12-19 08:42:00,80
2017-12-19 08:43:00,73
2017-12-19 08:44:00,78
2017-12-19 08:45:00,75
2017-12-19 08:46:00,80
2017-12-19 08:47:00,74
2017-12-19 08:48:00,80
2017-12-19 08:49:00,78
2017-12-19 08:50:00,77
2017-12-19 08:51:00,70
2017-12-19 08:52:00,75
2017-12-19 08:53:00,74
2017-12-19 08:54:00,74
2017-12-19 08:55:00,72
2017-12-19 08:56:00,71
2017-12-19 08:57:00,71
2017-12-19 08:58:00,72
2017-12-19 08:59:00,73
2017-12-19 09:00:00,73
2017-12-19 09:01:00,74
2017-12-19 09:02:00,74
2017-12-19 09:03:00,83
2017-12-19 09:04:00,79
2017-12-19 09:05:00,81
2017-12-19 09:06:00,73
2017-12-19 09:07:00,76
2017-12-19 09:08:00,72
2017-12-19 09:09:00,73
2017-12-19 09:10:00,77
2017-12-19 09:11:00,73
2017-12-19 09:12:00,75
2017-12-19 09:13:00,75
2017-12-19 09:14:00,72
2017-12-19 09:15:00,74
2017-12-19 09:16:00,73
2017-12-19 09:17:00,73
2017-12-19 09:18:00,72
2017-12-19 09:19:00,74
2017-12-19 09:20:00,75
2017-12-19 09:21:00,74
2017-12-19 09:22:00,73
2017-12-19 09:23:00,74
2017-12-19 09:24:00,78
2017-12-19 09:25:00,76
2017-12-19 09:26:00,79
2017-12-19 09:27:00,75
2017-12-19 09:28:00,73
2017-12-19 09:29:00,76
2017-12-19 09:30:00,77
2017-12-19 09:31:00,80
2017-12-19 09:32:00,79
2017-12-19 09:33:00,76
2017-12-19 09:34:00,77
2017-12-19 09:35:00,75
2017-12-19 09:36:00,78
2017-12-19 09:37:00,76
2017-12-19 09:38:00,75
2017-12-19 09:39:00,76
2017-12-19 09:40:00,77
2017-12-19 09:41:00,75
2017-12-19 09:42:00,68
2017-12-19 09:43:00,66
2017-12-19 09:44:00,78
2017-12-19 09:45:00,73
2017-12-19 09:46:00,68
2017-12-19 09:47:00,69
2017-12-19 09:48:00,69
2017-12-19 09:49:00,66
2017-12-19 09:50:00,70
2017-12-19 09:51:00,70
2017-12-19 09:52:00,68
2017-12-19 09:53:00,62
2017-12-19 09:54:00,64
2017-12-19 09:55:00,69
2017-12-19 09:56:00,81
2017-12-19 09:57:00,84
2017-12-19 09:58:00,75
2017-12-19 09:59:00,86
2017-12-19 10:00:00,86
2017-12-19 10:01:00,86
2017-12-19 10:02:00,84
2017-12-19 10:03:00,84
2017-12-19 10:04:00,84
2017-12-19 10:05:00,90
2017-12-19 10:06:00,126
2017-12-19 10:07:00,121
2017-12-19 10:08:00,118
2017-12-19 10:09:00,119
2017-12-19 10:10:00,121
2017-12-19 10:11:00,119
2017-12-19 10:12:00,113
2017-12-19 10:13:00,102
2017-12-19 10:14:00,101
2017-12-19 10:15:00,94
2017-12-19 10:16:00,89
2017-12-19 10:17:00,95
2017-12-19 10:18:00,94
2017-12-19 10:19:00,95
2017-12-19 10:20:00,93
2017-12-19 10:21:00,92
2017-12-19 10:22:00,93
2017-12-19 10:23:00,95
2017-12-19 10:24:00,98
2017-12-19 10:25:00,101
2017-12-19 10:26:00,101
2017-12-19 10:27:00,92
2017-12-19 10:28:00,89
2017-12-19 10:29:00,84
2017-12-19 10:30:00,86
2017-12-19 10:31:00,93
2017-12-19 10:32:00,101
2017-12-19 10:33:00,98
2017-12-19 10:34:00,105
2017-12-19 10:35:00,103
2017-12-19 10:36:00,102
2017-12-19 10:37:00,97
2017-12-19 10:39:00,107
2017-12-19 10:40:00,112
2017-12-19 10:41:00,112
2017-12-19 10:42:00,111
2017-12-19 10:43:00,105
2017-12-19 10:44:00,98
2017-12-19 10:45:00,107
2017-12-19 10:46:00,107
2017-12-19 10:47:00,108
2017-12-19 10:48:00,102
2017-12-19 10:51:00,107
2017-12-19 10:52:00,107
2017-12-19 10:53:00,122
2017-12-19 10:54:00,121
2017-12-19 10:55:00,121
2017-12-19 10:57:00,118
2017-12-19 10:59:00,122
2017-12-19 11:00:00,111
2017-12-19 11:01:00,109
2017-12-19 11:02:00,122
2017-12-19 11:03:00,120
2017-12-19 11:04:00,117
2017-12-19 11:05:00,116
2017-12-19 11:06:00,113
2017-12-19 11:07:00,111
2017-12-19 11:08:00,106
2017-12-19 11:09:00,113
2017-12-19 11:10:00,115
2017-12-19 11:11:00,109
2017-12-19 11:12:00,125
2017-12-19 11:13:00,125
2017-12-19 11:14:00,124
2017-12-19 11:15:00,128
2017-12-19 11:16:00,125
2017-12-19 11:17:00,121
2017-12-19 11:18:00,118
2017-12-19 11:19:00,117
2017-12-19 11:20:00,116
2017-12-19 11:21:00,120
2017-12-19 11:22:00,124
2017-12-19 11:23:00,127
2017-12-19 11:24:00,125
2017-12-19 11:25:00,126
2017-12-19 11:26:00,126
2017-12-19 11:27:00,116
2017-12-19 11:28:00,110
2017-12-19 11:29:00,108
2017-12-19 11:30:00,114
2017-12-19 11:31:00,113
2017-12-19 11:32:00,107
2017-12-19 11:33:00,96
2017-12-19 11:34:00,96
2017-12-19 11:36:00,95
2017-12-19 11:37:00,95
2017-12-19 11:38:00,94
2017-12-19 11:39:00,94
2017-12-19 11:40:00,93
2017-12-19 11:41:00,93
2017-12-19 11:42:00,93
2017-12-19 11:43:00,95
2017-12-19 11:44:00,101
2017-12-19 11:45:00,101
2017-12-19 11:46:00,101
2017-12-19 11:48:00,101
2017-12-19 11:49:00,106
2017-12-19 11:50:00,104
2017-12-19 11:51:00,103
2017-12-19 11:52:00,103
2017-12-19 11:53:00,103
2017-12-19 11:54:00,103
2017-12-19 11:55:00,105
2017-12-19 11:56:00,108
2017-12-19 11:57:00,111
2017-12-19 11:58:00,112
2017-12-19 11:59:00,106
2017-12-19 12:00:00,101
2017-12-19 12:01:00,99
2017-12-19 12:02:00,99
2017-12-19 12:03:00,99
2017-12-19 12:04:00,100
2017-12-19 12:05:00,98
2017-12-19 12:06:00,101
2017-12-19 12:07:00,100
2017-12-19 12:10:00,78
2017-12-19 12:11:00,76
2017-12-19 12:12:00,79
2017-12-19 12:13:00,89
2017-12-19 12:14:00,92
2017-12-19 12:15:00,88
2017-12-19 12:16:00,87
2017-12-19 12:17:00,94
2017-12-19 12:18:00,112
2017-12-19 12:19:00,102
2017-12-19 12:20:00,97
2017-12-19 12:21:00,96
2017-12-19 12:22:00,97
2017-12-19 12:23:00,100
2017-12-19 12:24:00,99
2017-12-19 12:25:00,95
2017-12-19 12:26:00,92
2017-12-19 12:27:00,93
2017-12-19 12:28:00,89
2017-12-19 12:29:00,90
2017-12-19 12:30:00,93
2017-12-19 12:31:00,96
2017-12-19 12:32:00,98
2017-12-19 12:33:00,95
2017-12-19 12:34:00,95
2017-12-19 12:35:00,95
2017-12-19 12:36:00,97
2017-12-19 12:37:00,94
2017-12-19 12:38:00,94
2017-12-19 12:39:00,93
2017-12-19 12:40:00,88
2017-12-19 12:41:00,86
2017-12-19 12:42:00,91
2017-12-19 12:43:00,91
2017-12-19 12:44:00,92
2017-12-19 12:45:00,95
2017-12-19 12:46:00,95
2017-12-19 12:47:00,93
2017-12-19 12:48:00,89
2017-12-19 12:49:00,90
2017-12-19 12:50:00,88
2017-12-19 12:51:00,88
2017-12-19 12:52:00,88
2017-12-19 12:53:00,90
2017-12-19 12:54:00,96
2017-12-19 12:55:00,91
2017-12-19 12:56:00,89
2017-12-19 12:57:00,95
2017-12-19 12:58:00,102
2017-12-19 12:59:00,103
2017-12-19 13:00:00,109
2017-12-19 13:01:00,111
2017-12-19 13:02:00,109
2017-12-19 13:03:00,112
2017-12-19 13:04:00,114
2017-12-19 13:05:00,111
2017-12-19 13:06:00,112
2017-12-19 13:07:00,112
2017-12-19 13:08:00,117
2017-12-19 13:09:00,117
2017-12-19 13:10:00,117
2017-12-19 13:11:00,117
2017-12-19 13:13:00,108
2017-12-19 13:15:00,100
2017-12-19 13:16:00,101
2017-12-19 13:17:00,99
2017-12-19 13:18:00,93
2017-12-19 13:19:00,96
2017-12-19 13:20:00,101
2017-12-19 13:21:00,100
2017-12-19 13:22:00,97
2017-12-19 13:23:00,96
2017-12-19 13:24:00,90
2017-12-19 13:25:00,94
2017-12-19 13:26:00,94
2017-12-19 13:27:00,95
2017-12-19 13:28:00,100
2017-12-19 13:29:00,102
2017-12-19 13:30:00,97
2017-12-19 13:31:00,99
2017-12-19 13:32:00,101
2017-12-19 13:33:00,102
2017-12-19 13:34:00,102
2017-12-19 13:35:00,102
2017-12-19 13:36:00,99
2017-12-19 13:37:00,98
2017-12-19 13:38:00,99
2017-12-19 13:39:00,96
2017-12-19 13:40:00,98
2017-12-19 13:41:00,99
2017-12-19 13:42:00,95
2017-12-19 13:43:00,100
2017-12-19 13:44:00,97
2017-12-19 13:45:00,106
2017-12-19 13:46:00,99
2017-12-19 13:47:00,93
2017-12-19 13:48:00,99
2017-12-19 13:49:00,94
2017-12-19 13:50:00,99
2017-12-19 13:51:00,107
2017-12-19 13:52:00,109
2017-12-19 13:53:00,114
2017-12-19 13:54:00,112
2017-12-19 13:55:00,99
2017-12-19 13:56:00,101
2017-12-19 13:57:00,92
2017-12-19 13:58:00,89
2017-12-19 13:59:00,93
2017-12-19 14:00:00,89
2017-12-19 14:01:00,90
2017-12-19 14:02:00,89
2017-12-19 14:03:00,87
2017-12-19 14:04:00,91
2017-12-19 14:05:00,89
2017-12-19 14:06:00,87
2017-12-19 14:07:00,87
2017-12-19 14:08:00,89
2017-12-19 14:09:00,87
2017-12-19 14:10:00,81
2017-12-19 14:11:00,84
2017-12-19 14:12:00,92
2017-12-19 14:13:00,93
2017-12-19 14:14:00,91
2017-12-19 14:15:00,90
2017-12-19 14:16:00,89
2017-12-19 14:17:00,86
2017-12-19 14:18:00,88
2017-12-19 14:19:00,85
2017-12-19 14:20:00,85
2017-12-19 14:21:00,87
2017-12-19 14:22:00,90
2017-12-19 14:23:00,87
2017-12-19 14:24:00,87
2017-12-19 14:25:00,86
2017-12-19 14:26:00,86
2017-12-19 14:27:00,82
2017-12-19 14:28:00,83
2017-12-19 14:29:00,85
2017-12-19 14:30:00,85
2017-12-19 14:31:00,68
2017-12-19 14:32:00,64
2017-12-19 14:33:00,71
2017-12-19 14:34:00,78
2017-12-19 14:35:00,79
2017-12-19 14:36:00,81
2017-12-19 14:37:00,86
2017-12-19 14:38:00,86
2017-12-19 14:39:00,86
2017-12-19 14:40:00,87
2017-12-19 14:41:00,86
2017-12-19 14:42:00,94
2017-12-19 14:43:00,100
2017-12-19 14:44:00,103
2017-12-19 14:45:00,105
2017-12-19 14:46:00,104
2017-12-19 14:47:00,103
2017-12-19 14:48:00,103
2017-12-19 14:49:00,103
2017-12-19 14:50:00,103
2017-12-19 14:51:00,100
2017-12-19 14:52:00,96
2017-12-19 14:54:00,93
2017-12-19 14:55:00,92
2017-12-19 14:56:00,90
2017-12-19 14:57:00,91
2017-12-19 14:58:00,89
2017-12-19 14:59:00,91
2017-12-19 15:00:00,97
2017-12-19 15:01:00,103
2017-12-19 15:02:00,102
2017-12-19 15:03:00,95
2017-12-19 15:10:00,99
2017-12-19 15:11:00,104
2017-12-19 15:12:00,103
2017-12-19 15:13:00,101
2017-12-19 15:14:00,100
2017-12-19 15:15:00,103
2017-12-19 15:16:00,106
2017-12-19 15:17:00,111
2017-12-19 15:18:00,110
2017-12-19 15:19:00,106
2017-12-19 15:20:00,109
2017-12-19 15:21:00,110
2017-12-19 15:22:00,109
2017-12-19 15:24:00,106
2017-12-19 15:25:00,104
2017-12-19 15:26:00,105
2017-12-19 15:27:00,101
2017-12-19 15:28:00,98
2017-12-19 15:29:00,99
2017-12-19 15:30:00,94
2017-12-19 15:31:00,92
2017-12-19 15:32:00,96
2017-12-19 15:33:00,96
2017-12-19 15:36:00,96
2017-12-19 15:37:00,96
2017-12-19 15:38:00,101
2017-12-19 15:39:00,111
2017-12-19 15:40:00,113
2017-12-19 15:41:00,113
2017-12-19 15:42:00,113
2017-12-19 15:43:00,107
2017-12-19 15:44:00,102
2017-12-19 15:45:00,98
2017-12-19 15:46:00,100
2017-12-19 15:47:00,101
2017-12-19 15:48:00,96
2017-12-19 15:49:00,99
2017-12-19 15:50:00,102
2017-12-19 15:51:00,97
2017-12-19 15:52:00,92
2017-12-19 15:53:00,91
2017-12-19 15:54:00,85
